Line	Environment	RI_956	RI_972	RI_978	RI_982	RI_993	RI_1033	RI_1040	Pyruvate	RI_1047	X2_hydroxibutyrate	RI_1062	Glycolate	RI_1076	RI_1084	Alanine	Hydroyxlamine	RI_1152	RI_1155	RI_1158	RI_1160	RI_1161	Monomethylphosphate	RI_1182	Valine	RI_1215	Urea	Benzoate	ethanolamine	Phosphorate	RI_1271	RI_1276	Isoleucine	RI_1291	Proline	Nicotinate	Glycine	Succinate	Glycerate	RI_1329	Fumarate	Serine	Threonine.	X2_Hydroxyethyl_methanamine	RI_1435	Malate	RI_1493	RI_1505	Aspartate	Methonione	X4_hydroxy.proline	Pyroglutamate	GABA	N_Acetylglutamate	RI_1539	Threonate	RI_1553	RI_1555	glutarate	X2_Oxoglutarate	RI_1578	RI_1590	RI_1595	Glutamate	RI_1616	Phenylalanine	RI_1624	RI_1625	RI_1628	RI_1632	Xylose	RI_1644	Arabinose	Asparagine.	RI_1674	X1_6_Anhydroglucose	RI_1698	RI_1705	RI_1707	Putrescine	Pentonate	RI_1746	D_Xylofuranose	RI_1762	glutamine	RI_1785	RI_1793	RI_1796	RI_1800	citrate	RI_1815	RI_1831	Ascorbate	Fructose	Mannose	Allantoin	glucopyranose	Glucose.	Lysine	Mannitol	Glucuronate	Tyrosine	RI_1944	RI_1960	RI_1972	RI_1977	Gluconate	Hexonate	RI_2010	RI_2037	RI_2048	RI_2062	Myo_inositol	RI_2166	RI_2175	RI_2184	Trans_Sinapinate	Fructose_6_phosphate	Glucose_6_phosphate	RI_2316	RI_2353	RI_2364	RI_2395	RI_2414	RI_2446	RI_2455	RI_2506	RI_2512	RI_2545	RI_2574	RI_2587	Sucrose	RI_2613	RI_2628	RI_2681	RI_2699	Maltose	RI_2793	RI_2817	RI_2819	RI_2875	RI_2878	RI_2905	RI_2940	Galactinol	RI_2964	RI_2968	RI_2970	RI_2983	RI_3027	Trehalose	RI_3066	RI_3078	Digalactosylglycerol	RI_3083	RI_3105	RI_3145	RI_3201	RI_3203	RI_3315	Raffinose	RI_3455
350	1	25.17856162	68.96736444	152.1660898	306.5216197	15.32608099	375.4889842	74.44096479	19.70496127	284.6272183	768.4934895	15.32608099	137.9347289	24.08384155	73.34624472	394.0992254	643.6954015	31.74688204	343.7421021	29.5574419	284.6272183	190.4812923	38.31520247	209.0915335	424.7513874	16.42080106	19.70496127	226.6070546	331.7001814	4432.521565	243.0278557	62.39904402	88.67232571	16.42080106	52.54656338	74.44096479	352.4998627	221.1334542	206.9020933	33.93632219	100.7142465	103.9984067	222.2281743	845.1238944	73.34624472	14994.38081	13.13664085	157.6396902	1498.671777	17.51552113	15.32608099	1010.426625	31.74688204	1752.646833	1931.086204	536.4128345	156.5449701	225.5123345	171.8710511	37.2204824	19.70496127	143.4083292	14.23136092	2599.960167	278.0588979	18.6102412	18.6102412	13.13664085	24.08384155	15.32608099	15.32608099	7901.689469	146.6924894	58.02016374	10237.8221	1438.462173	27.36800176	89.76704578	68.96736444	27.36800176	39.40992254	482.7715511	5647.660844	159.8291303	244.1225757	9.852480635	460.8771497	19.70496127	16.42080106	12515.93457	29.5574419	19.70496127	332.7949014	1027.942146	1311.474644	17.51552113	47.07296303	7136.48014	297.7638592	769.5882096	66.7779243	371.1101039	803.5245318	617.4221198	408.3305863	74282.23038	17.51552113	1135.224713	291.1955388	1692.437229	375.4889842	5415.580189	6043.949509	1297.243284	536.4128345	307.6163398	2294.533268	32.84160212	17.51552113	336.0790616	75.53568486	551.7389155	51.45184331	44.88352289	255.0697764	9.852480635	9883.132797	10116.30817	232.0806549	258.3539366	19.70496127	406985.1753	8755.571124	317.4688204	106.1878468	630.5587606	1245.79144	174.0604912	24.08384155	216.754574	19.70496127	721.4205265	256.1644965	1718.710511	7959.709633	8740.245043	333.8896215	32.84160212	19.70496127	199.2390528	32206.66447	3471.357344	1937.654525	18.6102412	13725.60024	368.9206638	198.1443328	30.65216197	10.94720071	1404.52585	4846.325752	1506.334817
351	1	2383.395463	15.92051979	106.7611327	209.7762607	18.73002328	363.3624517	16.85702095	14.98401862	131.110163	484.1711018	21.53952677	123.6181537	9.365011641	187.3002328	324.9659039	550.6626845	24.34903027	406.4415052	15.92051979	8227.162726	11.23801397	80.53910011	62.74557799	252.8553143	33927.56417	14.04751746	20.60302561	308.108883	4163.684175	130.1736618	113.3166409	29.96803725	300.6168737	9.365011641	136.72917	318.4103958	334.3309156	213.5222654	12.17451513	377.4099691	15.92051979	14.04751746	884.0570989	238.8077968	12083.67452	26.22203259	457.0125681	22.47602794	29.03153609	26.22203259	1098.515865	398.9494959	1695.067107	1492.782856	1230.56253	532.8691623	80.53910011	269.7123352	55.25356868	17.79352212	212.5857642	29.03153609	551.5991856	617.1542671	26.22203259	29.03153609	29.03153609	675.2173393	43.07905355	22.47602794	1623.893018	116.1261443	59.9360745	4027.891507	813.8195116	10.3015128	223.8237782	73.98359196	10.3015128	68.36458498	545.0436775	7979.926419	204.1572538	760.4389452	60.87257566	223.8237782	84.28510476	27.15853376	5441.071763	59.9360745	14.04751746	591.8687357	1321.403142	2545.410164	14.98401862	108.634135	8861.174014	775.4229638	803.5179988	101.1421257	30.90453841	285.632855	737.9629173	3487.530335	45967.22314	20.60302561	1013.29426	441.0920483	583.4402252	627.4557799	11203.36343	8019.259468	2050.937549	245.363305	595.6147403	2524.807138	16.85702095	20.60302561	653.6778125	152.6496897	36.5235454	73.98359196	16.85702095	588.122731	29.96803725	1558.337937	12276.59376	209.7762607	598.4242438	478.5520948	424730.4364	8032.370484	91.77711408	1335.45066	596.5512415	74512.71512	1013.29426	13.1110163	601.2337473	23.4125291	1238.054539	899.0411175	4803.31447	6421.588482	4943.789645	309.0453841	15.92051979	807.2640034	761.3754464	5232.232004	1672.591079	2550.09267	4683.442321	4900.710591	323.0929016	95.52311873	126.4276571	25.28553143	186.3637316	6634.174246	364.2989528
354	1	13.10090707	232.2433525	157.2108848	323.949702	14.29189862	348.9605246	20.24685638	11.90991551	94.08833257	953.9842327	19.05586482	167.9298088	25.01082258	17.86487327	603.8327166	457.3407558	11.90991551	381.1172965	32.15677189	36.9207381	66.69552688	35.72974654	256.0631836	488.3065361	21.43784793	131.0090707	160.7838595	325.1406936	3912.407247	60.74056913	13.10090707	129.8180791	19.05586482	184.6036905	69.07750999	675.2922097	384.6902711	253.6812005	25.01082258	637.18048	447.8128234	429.9479501	452.5767896	13.10090707	28386.09264	14.29189862	11.90991551	3706.365708	11.90991551	11.90991551	630.0345307	44.06668741	858.7049086	1511.368279	819.4021874	158.4018763	214.3784793	206.0415384	27.39280568	21.43784793	42.87569585	126.2451045	4332.827264	331.0956513	277.5010315	10.71892396	14.29189862	21.43784793	23.81983103	15.48289017	9094.411487	170.3117919	109.5712227	5515.481875	608.5966828	20.24685638	64.31354378	73.84147619	19.05586482	34.53875499	549.0471052	3776.63421	408.5101022	240.5802934	58.35858602	184.6036905	67.88651843	122.6721298	15956.90481	17.86487327	45.25767896	176.2667496	3327.630395	2565.395802	1094.521236	58.35858602	6412.298513	444.2398487	572.8669363	284.6469808	256.0631836	858.7049086	739.6057535	376.3533303	63964.58326	14.29189862	839.6490438	247.7262427	1821.026082	479.9695952	5823.948687	6301.536299	1113.577101	282.2649977	365.6344063	4865.200488	41.6847043	421.6110092	309.6578034	79.79643395	533.5642151	120.2901467	58.35858602	242.9622765	21.43784793	1662.624206	11812.25421	248.9172343	228.6703779	85.75139171	464080.577	9811.388401	192.9406313	171.5027834	462.104722	59.54957757	128.6270876	23.81983103	214.3784793	11.90991551	410.8920853	246.5352512	11065.5025	5822.757695	4091.055979	240.5802934	25.01082258	52.40362827	314.4217696	20924.53057	2859.570715	2538.002996	5324.923227	5401.146686	627.6525476	238.1983103	126.2451045	13.10090707	894.4346552	9385.013426	949.2202665
370	1	14.12560263	174.6438143	200.3267281	345.4351915	21.83047679	484.1229264	21.83047679	55.21826481	80.90117868	1217.370117	19.2621854	190.0535626	39.80851649	137.4035892	586.8545818	509.8058402	16.69389401	498.248529	26.96705956	378.8229795	34.67193372	48.79753634	269.6705956	469.9973237	600.9801844	86.03776145	190.0535626	256.8291387	4619.072059	174.6438143	23.11462248	148.9609004	16.69389401	109.1523839	101.4475098	509.8058402	435.32539	290.2169267	12.84145693	689.5862373	222.1572049	273.5230327	621.5265155	312.0474035	17193.42669	11.55731124	100.1633641	1939.059997	16.69389401	16.69389401	1033.737283	23.11462248	1239.200594	2316.598831	512.3741316	192.621854	97.59507269	192.621854	35.95607941	21.83047679	61.63899328	38.5243708	4110.550364	391.6644364	32.10364233	57.7865562	2055.917255	29.53535094	24.39876817	39.80851649	3200.091068	113.004821	77.0487416	1908.2405	674.176489	25.68291387	84.75361575	69.34386744	28.25120525	57.7865562	538.0570455	4238.964933	464.860741	308.1949664	342.8669001	2922.715598	30.81949664	966.961707	9158.527084	17.97803971	204.1791652	157.9499203	11310.75527	5873.682401	20.54633109	141.2560263	9233.007535	475.1339065	590.7070189	422.4839331	187.4852712	399.3693106	1051.715323	353.1400656	63349.47534	24911.1423	880.9239456	286.3644896	869.3666343	653.6301579	5431.936282	8138.915404	1088.955548	336.4461716	419.9156417	3116.621598	38.5243708	452.019284	369.8339597	1377.888329	188.7694169	118.1414038	590.7070189	254.2608473	4118.255238	425.0522245	11448.15886	250.4084102	301.7742379	2712.115704	500141.3597	25.68291387	128.4145693	295.3535094	410.9266218	5366.444852	1258.462779	51.36582773	292.7852181	17.97803971	2429.603652	259.39743	11918.15618	5282.975382	10949.91033	350.5717743	21.83047679	3368.314153	279.9437611	12126.18778	2227.992778	3102.495995	5889.092149	21.83047679	936.1422104	260.6815757	8224.953165	116.8572581	666.4716148	11130.97487	784.6130186
378	1	15.05779757	92.35449178	169.651186	298.1443919	12.04623806	377.4487925	11.04238489	68.26201566	44.16953955	665.5546527	17.06550392	134.516325	15.05779757	81.31210689	245.944027	465.7878716	9.034678544	349.3409037	225.8669636	14.0539444	639.4544702	57.21963078	104.4007298	258.9941182	948.6412471	19.07321026	166.6396265	253.9748524	3651.013985	405.5566813	71.27357518	52.20036492	69.26586883	44.16953955	65.25045615	295.1328324	305.1713641	177.6820114	19.07321026	356.3678759	28.1078888	103.3968767	749.8783191	98.37761081	15095.94399	28.1078888	140.539444	371.4256735	23.08862294	31.11944832	1024.934088	23.08862294	1555.972416	1057.05739	668.5662122	153.5895352	71.27357518	217.8361382	42.1618332	16.06165074	92.35449178	27.10403563	1692.496447	321.2330149	26.10018246	48.18495223	1867.166899	13.05009123	31.11944832	11.04238489	2320.908533	118.4546742	36.13871417	2043.845057	1339.140131	27.10403563	96.36990446	66.25430932	10.03853172	53.20421809	483.8572287	5711.924546	231.8900826	313.2021895	65.25045615	2599.979714	24.09247612	175.674305	8621.091037	26.10018246	57.21963078	183.7051304	2438.359354	2599.979714	25.09632929	104.4007298	7806.966115	488.8764945	905.4755607	212.8168724	245.944027	196.7552216	834.2019855	252.9709992	54824.43711	17.06550392	763.9322635	237.9132016	577.2155736	420.6144789	4053.559107	4486.219823	1004.857025	300.1520983	331.2715466	2529.709992	26.10018246	2845.923741	376.4449393	7671.445937	221.8515509	317.2176022	374.437233	264.0133841	8891.12754	1347.170956	10017.4508	212.8168724	321.2330149	7647.353461	435790.7311	8578.929204	110.4238489	200.7706343	382.4680583	14040.89431	1069.103628	76.29284103	327.2561339	11.04238489	1468.63719	265.0172373	7925.420789	4130.855801	6860.332574	279.0711817	15.05779757	4755.252473	18.06935709	8720.472501	2015.737168	2696.349619	5499.107674	4336.645701	1499.756638	628.4120854	11473.0379	156.6010948	424.6298915	8385.185542	693.6625415
379	1	26.28447144	165.2166776	142.6871307	258.1510588	15.95842909	343.575591	18.77462246	27.22320257	43.18163166	1125.538616	14.08096684	166.1554088	20.65208471	13.14223572	694.661031	375.4924492	21.59081583	690.9061065	17.83589134	3579.381772	10.32604235	30.97812706	200.8884603	428.0613921	12047.67523	11.26477348	141.7483996	332.3108175	4233.677365	132.3610883	40.36543829	163.3392154	40.36543829	70.40483422	168.032871	446.8360145	321.9847752	253.4574032	10.32604235	264.7221767	101.3829613	151.1357108	578.2583718	205.5821159	15182.09845	16.89716021	130.4836261	1220.35046	10.32604235	12.2035046	772.5757142	152.0744419	1228.79904	1348.017893	458.100788	195.2560736	61.01752299	183.052569	30.97812706	15.01969797	115.4639281	186.8074935	4416.729934	426.1839298	15.01969797	18.77462246	145.5033241	276.9256813	29.10066481	17.83589134	2077.411975	191.5011491	215.9081583	3513.670593	1339.569312	10.32604235	118.2801215	70.40483422	15.01969797	55.38513626	469.3655615	5893.35399	229.9891251	291.0066481	27.22320257	210.2757715	76.97595208	14.08096684	11430.92888	22.52954695	23.46827807	250.6412098	1204.392031	1030.726773	1995.742367	73.22102759	7859.995693	474.0592171	1292.632756	51.63021176	311.6587328	169.9103333	597.9717253	481.5690661	72509.4694	13.14223572	835.4706995	355.7790956	418.6740808	373.6149869	6269.78517	7262.023967	1593.965447	275.9869502	304.1488838	2180.672399	21.59081583	26.28447144	319.1685818	146.4420552	406.4705762	83.54706995	10.32604235	276.9256813	8.448580107	1718.816686	10680.88272	186.8074935	277.8644124	173.6652578	380916.4376	8138.798836	309.7812706	903.9980714	363.2889446	45840.1182	757.5560162	18.77462246	266.5996389	15.95842909	1005.381033	441.2036278	8606.286935	7505.155328	3615.992286	129.544895	212.1532338	389.573416	259.0897899	4579.130418	1833.341883	2347.766539	4710.552775	4360.406066	153.013173	36.6105138	240.3151675	15.95842909	131.4223572	4617.618394	295.7003037
385	1	14.48224384	70.60093874	112.2373898	254.3444075	15.38738408	398.2617057	27.15420721	12.67196336	60.6443961	512.309376	10.86168288	78.74720091	18.10280481	108.6168288	222.6644991	621.8313451	17.19766457	362.9612364	28.96448769	809.1953748	10.86168288	23.53364625	158.3995421	349.3841328	434.4673153	36.20560961	9.051402403	198.2257126	2817.701568	316.7990841	47.0672925	125.8144934	9.051402403	10.86168288	66.07523754	313.1785231	206.3719748	143.9172982	27.15420721	114.9528105	205.4668345	223.5696394	527.6967601	109.5219691	15645.34905	11.76682312	67.88551802	2118.028162	17.19766457	13.5771036	1214.698202	11.76682312	763.0332226	2184.1034	592.8668574	148.4429994	242.5775844	66.98037778	13.5771036	12.67196336	67.88551802	12.67196336	2492.756222	575.6691928	148.4429994	19.91308529	12.67196336	25.34392673	9.956542643	17.19766457	7931.743926	76.03178018	45.25701201	4029.68435	1984.067407	13.5771036	100.4705667	55.21355466	23.53364625	18.10280481	406.4079679	6710.709742	394.6411448	742.214997	48.87757298	123.0990727	33.49018889	17.19766457	12228.44465	13.5771036	84.17804235	260.6803892	1638.303835	2016.652455	949.4921121	74.2214997	7738.043914	677.95004	394.6411448	171.9766457	394.6411448	973.9308986	688.8117229	312.2733829	59454.13668	13.5771036	770.2743445	197.3205724	2318.969296	663.4677961	5166.540492	3069.330555	1197.500538	188.26917	564.8075099	2051.047785	16.29252433	3224.109536	516.8350772	169.2612249	274.2574928	317.7042243	217.2336577	472.4832054	9.051402403	3619.655821	9803.573943	195.5102919	475.1986262	114.9528105	402276.0027	7919.071962	162.020103	162.9252433	671.6140583	209.0873955	174.6920664	17.19766457	400.9771264	22.62850601	944.0612706	284.2140355	2418.534722	2774.254836	10942.24036	267.9215111	23.53364625	15.38738408	104.9962679	36478.05682	4015.202106	2824.94269	5086.88815	7466.501842	273.3523526	146.6327189	136.6761763	9.956542643	2163.285174	8416.899094	2164.190315
399	1	16.7514117	113.0720289	153.9035949	291.0557782	14.65748523	444.9593732	24.08015431	16.7514117	40.83156601	933.891202	11.51659554	149.715742	25.12711754	17.79837493	670.0564678	543.3739169	23.03319108	500.4484244	26.17408077	480.556123	23.03319108	48.16030862	230.3319108	543.3739169	10695.77637	121.4477348	32.45586016	384.2355058	4838.01709	230.3319108	40.83156601	140.2930729	18.84533816	118.3068451	113.0720289	384.2355058	395.7521013	256.5059916	11.51659554	483.6970127	394.7051381	518.2467993	514.0589464	181.124639	17006.87072	12.56355877	50.25423509	4177.383291	11.51659554	12.56355877	1661.530648	121.4477348	727.6394455	1466.795487	441.8184835	199.9699771	104.6963231	262.787771	30.3619337	16.7514117	116.2129186	97.36758048	4774.152333	438.6775938	191.5942713	15.70444846	20.93926462	121.4477348	16.7514117	15.70444846	2534.697982	188.4533816	124.5886245	2228.984719	656.4459458	18.84533816	138.1991465	58.62994093	24.08015431	45.01941893	517.1998361	4439.124099	127.7295142	430.3018879	54.44208801	138.1991465	18.84533816	48.16030862	13738.25152	30.3619337	19.89230139	219.8622785	1514.955795	1568.35092	906.670158	155.9975214	9017.494308	501.4953876	1486.687788	131.9173671	114.1189922	351.7796456	1085.70087	537.0921375	62165.53576	9.422669079	620.849196	328.7464545	710.8880338	498.3544979	6090.185114	6549.801973	1302.422259	354.9205353	483.6970127	3085.400642	27.221044	13.610522	404.1278071	115.1659554	194.735161	142.3869994	16.7514117	366.4371308	14.65748523	474.2743436	10115.75874	236.6136902	364.3432044	190.547308	459635.7037	9089.734771	115.1659554	526.6225052	387.3763955	63708.75957	889.9187463	17.79837493	345.4978662	17.79837493	1367.33398	413.5504762	3426.710655	7507.773329	6493.265958	295.2436311	17.79837493	263.8347342	210.4396094	7916.088989	2261.440579	2506.429975	4811.843009	4255.905534	329.7934177	114.1189922	491.0257553	17.79837493	376.9067631	4739.602547	481.6030862
410	1	15.03585288	41.56971089	146.820681	250.3027273	39.80078702	449.3066624	204.3107067	23.88047221	722.6054	584.6293383	11.49800514	124.7091327	16.80477674	102.5975843	308.6772149	847.3145326	15.03585288	661.5775265	75.17926438	5927.663881	13.26692901	44.22309669	145.9362191	471.4182107	513.8723836	8.844619338	275.0676614	336.0955349	3839.449255	659.8086026	149.4740668	123.8246707	44.22309669	145.9362191	97.29081272	315.7529104	198.1194732	245.8804176	8.844619338	272.4142756	9.729081272	139.7449855	919.8404112	119.4023611	11507.73422	7.960157405	196.3505493	1630.063344	13.26692901	11.49800514	1816.684812	9.729081272	1030.398153	2087.330164	1297.505657	237.9202602	299.8325956	49.5298683	33.60955349	8.844619338	145.9362191	26.53385802	1922.820244	560.7488661	51.29879216	14.15139094	15.03585288	27.41831995	27.41831995	30.07170575	8535.057662	131.7848281	45.99202056	11341.45538	2934.644696	15.92031481	172.4700771	72.52587858	28.30278188	127.3625185	605.8564247	9898.897964	260.0318086	618.2388918	130.0159043	41.56971089	15.03585288	126.4780565	8971.981857	28.30278188	27.41831995	477.6094443	4502.795705	1762.732634	1186.947915	84.02388372	8665.958028	469.6492869	641.234902	63.68125924	447.5377385	1292.198885	695.18708	606.7408866	79995.15961	18.57370061	1096.732798	360.860469	2795.784173	548.366399	8148.547797	8621.734931	1657.481664	172.4700771	544.8285512	1567.266547	26.53385802	13.26692901	677.4978413	192.8127016	505.9122262	103.4820463	89.33065532	608.5098105	15.03585288	24588.92622	12524.86545	216.6931738	639.4659782	242.3425699	415169.0851	7433.902554	326.3664536	244.1114937	1909.553315	4593.010822	285.6812046	22.11154835	485.5696017	10.61354321	1129.45789	330.7887633	2066.103077	5223.632181	11483.85375	380.3186316	8.844619338	15.92031481	247.6493415	39442.57994	5394.333335	2720.604909	11.49800514	18621.46156	376.7807838	223.7688693	18.57370061	25.64939608	2793.130787	8076.90638	2472.955567
18	2	2998.726569	107.8393916	197.8704433	254.2635197	16.81898768	318.5714138	87.06299507	23.7444532	447.187202	695.5146084	14.84028325	191.93433	29.6805665	185.0088645	479.8358251	1020.022135	117.7329138	266.1357463	17.8083399	8008.806195	19.78704433	58.37178079	107.8393916	527.3247315	229.5297143	18.79769212	75.19076847	380.9006034	5658.105328	249.3167586	95.96716502	147.4134803	93.98846059	61.33983744	117.7329138	429.3788621	325.4968793	306.6991872	15.82963547	237.444532	28.69121429	87.06299507	1154.574037	96.95651724	14515.77572	16.81898768	219.6361921	390.7941256	24.73380542	16.81898768	1112.031892	50.45696305	1628.473749	2095.447995	1200.084239	253.2741675	379.9112512	203.8065566	9.893522167	20.77639655	205.7852611	13.85093103	1921.322005	542.1650148	8.904169951	16.81898768	24.73380542	21.76574877	9.893522167	22.75510099	11774.28073	138.5093103	165.2218202	11298.40232	986.3841601	29.6805665	150.3815369	79.14817734	8.904169951	48.47825862	541.1756626	5963.815163	544.1437192	586.6858645	148.4028325	83.10558621	29.6805665	154.3389458	11934.55579	42.54214532	10.88287438	623.2918965	3507.253608	3870.345872	14.84028325	107.8393916	10823.51325	688.5891429	773.6734335	447.187202	90.03105172	1542.400106	760.8118547	1452.369054	67894.29587	9.893522167	1568.123264	362.1029113	3292.564177	621.3131921	11908.83263	6043.952692	1792.706217	282.954734	478.8464729	2167.670707	25.72315764	5865.869293	455.1020197	247.3380542	102.8926305	1403.890796	169.1792291	415.527931	29.6805665	6018.229534	11346.88057	289.8801995	456.0913719	147.4134803	428509.2215	8749.831005	1577.027433	379.9112512	993.3096256	175.1153424	185.9982167	18.79769212	352.2093892	25.72315764	633.1854187	218.6468399	4853.761975	2789.973251	6932.390983	384.8580123	10.88287438	24.73380542	324.5075271	32381.49805	3277.723894	2521.8588	4421.415057	10359.50706	196.8810911	71.23335961	14.84028325	25.72315764	1778.855286	5717.466461	1842.173828
44	2	3223.141965	18.92255557	132.457889	261.7620187	18.92255557	373.1948459	15.76879631	13.66629013	145.072926	722.2108709	29.43508644	151.3804445	17.87130248	84.10024697	508.8064942	1190.018495	114.5865865	485.6789262	17.87130248	5976.3738	17.87130248	22.07631483	160.8417223	636.0081177	31010.91482	17.87130248	32.5888457	337.452241	6265.468399	401.5786793	124.0478643	182.9180372	13.66629013	24.178821	172.4055063	477.2689016	338.5034941	192.3793149	18.92255557	301.709636	29.43508644	120.894105	1089.098198	302.7608891	10014.23691	30.48633953	312.2221669	579.240451	30.48633953	29.43508644	1977.407057	412.0912102	1421.294174	1789.232754	566.625414	316.4271792	152.4316976	169.251747	26.28132718	11.56378396	217.609389	16.82004939	2415.779594	777.9272845	14.71754322	25.23007409	14.71754322	701.1858091	18.92255557	16.82004939	1770.310199	100.9202964	33.64009879	4078.861978	1129.045816	19.97380866	259.6595125	39.94761731	16.82004939	17.87130248	530.882809	7258.902567	335.3497348	1143.763359	15.76879631	226.0194137	69.38270375	29.43508644	8576.122685	19.97380866	19.97380866	650.7256609	667.5457103	2252.835366	12.61503705	89.35651241	10529.35092	976.6141179	1108.020754	83.04899388	52.56265436	466.7563707	839.9512166	1519.060711	64921.18565	23.12756792	426.8087534	404.7324385	794.7473339	707.4933276	11293.61191	7454.435641	2304.346767	274.3770557	670.6994696	2219.195267	23.12756792	28.38383335	705.3908215	203.9430989	17.87130248	14.71754322	16.82004939	706.4420745	23.12756792	2485.162298	11766.6758	280.6845743	699.0833029	627.598093	449461.1549	27.33258027	230.2244261	1255.196186	708.5445807	107640.9573	2484.111045	33.64009879	733.7746548	23.12756792	2171.888878	1272.016235	4138.783404	7106.470869	8633.941605	302.7608891	24.178821	1225.7611	320.6321916	7834.989258	2310.654285	2730.104267	4980.837127	6061.5253	81.9977408	14.71754322	583.4454634	28.38383335	427.8600065	6706.994696	797.9010931
55	2	2763.993968	80.13125148	123.9363356	240.3937545	13.88941692	269.241005	20.29991704	126.073169	79.0628348	1532.109528	23.5051671	129.2784191	12.82100024	137.8257526	348.3038398	910.2910169	81.19966817	721.1812634	9.615750178	1622.924947	20.29991704	42.73666746	144.2362527	346.1670064	4254.435245	68.37866793	233.9832543	216.8885873	5257.678514	262.8305049	84.40491823	80.13125148	12.82100024	77.99441811	63.0365845	423.0930078	310.9092558	188.0413368	19.23150036	314.1145058	146.373086	190.1781702	578.0134274	194.4518369	14314.64677	28.84725053	88.67858498	1488.304444	17.09466698	33.12091728	1372.915442	30.98408391	871.8280161	1365.436525	659.2130955	287.4040887	131.4152524	164.5361697	45.94191752	17.09466698	113.2521688	18.16308367	2113.328206	423.0930078	68.37866793	108.978502	3351.623145	52.35241764	13.88941692	21.36833373	1632.540697	91.88383503	127.1415857	2296.027459	690.1971794	21.36833373	135.6889192	72.65233468	17.09466698	37.39458403	559.8503437	5568.58777	444.4613416	641.0500119	210.4780872	4142.251493	14.95783361	305.5671723	10187.35311	9.615750178	20.29991704	435.9140081	3678.558651	2987.293055	30.98408391	113.2521688	8304.802904	695.5392629	810.928265	223.2990875	38.46300071	344.030173	768.1915976	1450.90986	55553.39403	13.88941692	840.8439322	377.1510903	675.2393458	564.1240104	7429.769638	7713.968476	1319.494608	220.0938374	491.4716758	2144.31229	24.57358379	1526.767445	417.7509244	4859.15909	44.87350083	247.8726713	663.4867623	334.4144229	12322.04964	1377.189109	10067.69044	382.4931738	386.7668405	10527.10961	452601.6083	25.64200047	106.8416686	469.0349254	519.2505096	23731.67144	1454.11511	201.9307537	448.7350083	13.88941692	1957.33937	285.2672553	2941.351138	8658.448827	8024.877732	358.9880066	20.29991704	4881.59584	275.6515051	8291.981904	1896.439618	2777.883385	5292.936265	4300.377163	663.4867623	167.7414198	10206.58461	151.7151695	615.4080114	6394.473868	714.7707632
70	2	2766.397594	93.62894859	120.6558616	235.5202418	22.20067853	274.1301175	132.2388243	17.37444407	671.8118373	487.4496808	18.33969096	130.3083305	11.58296271	119.6906147	511.5808531	891.8881288	92.6637017	201.7366006	27.02691299	3425.661222	15.44395028	38.60987571	167.9529593	430.5001141	297.2960429	16.40919718	110.0381458	235.5202418	3382.225112	191.1188847	91.6984548	100.3856768	36.67938192	82.04598588	72.39351695	366.7938192	285.7130802	190.1536379	13.5134565	388.9944977	76.25450452	175.6749345	741.3096136	76.25450452	12049.17696	8.687222034	163.1267249	1527.020584	14.47870339	28.95740678	1400.573241	41.50561638	1061.771582	1650.572186	433.3958548	286.6783271	278.956352	167.9529593	14.47870339	15.44395028	135.134565	95.55944237	2519.29439	521.233322	89.76796102	8.687222034	25.09641921	30.88790057	33.78364124	11.58296271	9179.497949	93.62894859	19.30493785	14974.84029	703.6649847	25.09641921	159.2657373	83.01123277	10.61771582	35.71413503	479.7277057	5237.42964	343.6278938	692.082022	54.05382599	121.6211085	8.687222034	17.37444407	10747.0589	76.25450452	29.92265367	624.5147395	1205.593369	1412.156204	29.92265367	60.81055424	7808.847362	650.5764057	762.5450452	102.3161706	71.42827006	1048.258125	474.9014712	2046.323412	59683.14587	10.61771582	1191.114666	335.9059186	2054.045388	557.912704	11397.63531	7704.600697	1766.401814	210.4238226	468.1447429	2548.251797	33.78364124	27.02691299	456.5617802	109.0728989	104.2466644	57.91481356	83.01123277	427.6043734	15.44395028	9684.322074	11748.98518	287.643574	445.9440644	31.85314746	414823.5393	8679.500059	1290.535095	190.1536379	2173.736002	1933.389526	207.5280819	15.44395028	358.1065972	16.40919718	603.2793079	161.1962311	6624.489424	7594.562551	5885.110305	264.4776486	22.20067853	14.47870339	382.2377695	29381.15017	2946.898763	2526.051118	14.47870339	14338.74259	136.0998119	30.88790057	9.652468927	10.61771582	1330.110218	6946.881886	1340.727934
